;id;Nombre;Nemo;Tipo;Potencia;Region;F_desde;F_hasta;lat;lon
80;811;C.T. VILLA DEL ROSARIO;VROS;termicas;1;CEN;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-31.57709346049365;-63.55289426850588
81;39;PILAR;PILA;termicas;484;CEN;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-31.667756704896952;-63.834031361411554
82;773;C.T.  LAS JUNTURAS;JUNT;termicas;0.6;CEN;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-31.829739302438227;-63.43115282165587
83;478;13 DE JULIO;RTER;termicas;26;CEN;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-32.161097959487954;-64.15429200061736
84;628;RÍO TERC SOENER;SERT;termicas;60;CEN;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-32.160605284187504;-64.15474605044619
85;662;V.MARIA UENSA;VMA2;termicas;254;CEN;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-32.42618244963359;-63.17426387669559
86;42;VILLA MARIA;VMAR;termicas;48;CEN;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-32.43139299279351;-63.19264457534719
87;567;M. JUAREZ EPEC;MJUA;termicas;13.16;CEN;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-32.705442171247114;-62.1139174040138
88;429;BELL VILLE;BVIL;termicas;15.6;CEN;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-32.610141901725015;-62.6858848494043
89;802;C.T. TICINO BIOMASA S.A.;TICI;termicas;4;CEN;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-32.69990583018571;-63.43382899528878
90;790;C.T. PRODEMAN BIOENERGIA;PROD;termicas;10;CEN;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-32.794087217387805;-63.865332141587785
91;762;C.T. GIGENA I;GIG1;termicas;1.2;CEN;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-32.785749299845754;-64.19520968997988
92;416;ISLA VERDE;ISVE;termicas;24.5;CEN;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-33.242059293194956;-62.393857765861945
93;675;BIO R.Cuarto 1;BRC1;termicas;2.4;CEN;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-33.184545475193794;-64.38489041322177
94;676;BIO R.Cuarto 2;BRC2;termicas;1.2;CEN;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-33.18048749252138;-64.38193985989425
95;102;MARANZANA;MMAR;termicas;348;CEN;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-33.1607282255964;-64.36470590075008
96;798;C.T. BIOGENERADORA SANTA CATALINA. CORDOBA;SCAB;termicas;2;CEN;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-33.22001450182905;-64.44713603842355
97;43;LEVALLE;LEVA;termicas;64.28;CEN;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-34.03603047381026;-63.92190366027505
98;571;CB YANQUETRUZ;YANQ;termicas;1.5;CEN;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-33.378338509473345;-65.56970635520656
99;772;C.T. BIO JUSTO DARACT;JDAR;termicas;1.1;CEN;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-33.913324365114384;-65.17503185990556
100;868;C.T. TIGONBU;TIGO;termicas;2;CEN;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-34.816403018717125;-65.26721309391306
101;485;CHILECITO ENARS;CHLE;termicas;10;NOA;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-29.15725167260372;-67.50740879264562
102;426;CATAMARC DELIV;CATD;termicas;21.56;NOA;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-28.47078762520278;-65.76481966926895
103;549;INTA CATAM ENAR;INTA;termicas;7;NOA;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-28.473599650317333;-65.72762238091958
104;551;TEREVINTOS ENAR;TERV;termicas;8;NOA;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-28.428658583668245;-65.78755002634054
105;28;SARMIENTO SJ;SARC;termicas;30;CUY;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-31.512829159703934;-68.53992484576321
106;26;LUJAN DE CUYO;LDCU;termicas;571;CUY;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-33.05568314300123;-68.98082787778036
107;27;CRUZ DE PIEDRA;CDPI;termicas;14;CUY;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-33.034575534537304;-68.79576153088098
108;620;CT ANCHORI METH;ANCH;termicas;40;CUY;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-33.313076562606426;-68.89147389728208
109;413;ALUAR;ALUAR;termicas;786.4;PAT;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-42.73785022123399;-65.05389714454911
110;null;C.T. Manantiales Behr II;;termicas;58;PAT;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-45.66145399842066;-67.8071595921762
111;390;C.T. PATAGONIA;PATA;termicas;125.1;PAT;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-45.792631153015265;-67.51355696711734
112;383;CDRO RIVADAVIA;CRIV;termicas;73;PAT;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-45.81514536056829;-67.44448552495321
113;386;ELECTROPAT.;ELEP;termicas;63;PAT;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-45.815142054706385;-67.44260587156654
114;385;YPF LOS PERALES;YPFA;termicas;77.6;PAT;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-46.19666082436253;-69.26535142807613
115;558;HUEMUL SINOPEC;HUEM;termicas;29.67;PAT;2015-01-01T03:00:00Z;9999-12-01T03:00:00Z;-46.56437010691216;-68.34058498696302
